vol,kod_kawasan,negeri,kawasan,gelaran,nama,tahun_lahir,jantina,kumpulan_etnik,parti,jawatan_kabinet,jawatan_parlimen,gambar,remarks,id,index,uid,new_id
6,P115,Sabah,Marudu,Tuan Haji,Affendy Bin Tun Haji Mohd. Fuad Stephens,,male,bumiputera,BEBAS,,,,,97,468,,
6,P116,Sabah,Bandau,Tuan,Newman Gaban,,male,bumiputera,BN - BERJAYA,,,,,657,510,,
6,P117,Sabah,Kota Belud,Tuan,Mohammad Yahya Bin Lampong,,male,bumiputera,BEBAS,,,,,583,505,,
6,P118,Sabah,Labuk Sugut,Tuan,Hassan Alban Bin Haji Sandukong,,male,bumiputera,BEBAS,,,,,307,482,,
6,P119,Sabah,Tuaran,Datuk,James Peter Ongkili,,male,bumiputera,BN - BERJAYA,,,,,366,426,,
6,P120,Sabah,Kinabalu,Tuan,Mark Koding,,male,bumiputera,BN - BERJAYA,,,,,512,432,,
6,P121,Sabah,Gaya,Tuan,William Lye Chee Hien,,male,chinese,BN - BERJAYA,,,,,941,456,,
6,P122,Sabah,Penampang,Datuk,Clarence E. Mansul,,male,bumiputera,BN - BERJAYA,,,,,226,414,,
6,P123,Sabah,Sandakan,Tuan,Tung Fung Ket Wing,,male,chinese,DAP,,,,,902,525,,
6,P124,Sabah,Kinabatangan,Tuan,Abdul Ghani Bin Misbah,,male,bumiputera,BN - BERJAYA,,,,,20,400,,
6,P125,Sabah,Kimanis,Datuk,Pengiran Othman Bin Haji Pengiran Rauf,,male,bumiputera,BN - BERJAYA,,,,,710,441,,
6,P126,Sabah,Hilir Padas,Tuan,Mohammed Yussof Bin Haji Yakob,,male,bumiputera,BEBAS,,,,,585,506,,
6,P127,Sabah,Keningau,Tuan,Ahmad Shah Bin Dato' Hussein Tambakau,,male,bumiputera,BN - BERJAYA,,,,,114,469,,
6,P128,Sabah,Silam,Tuan,Abdillah Bin Haji Abdul Hamid,,male,bumiputera,BEBAS,,,,,9,463,,
6,P129,Sabah,Ulu Padas,Datuk,Harris Bin Mohd. Salleh,,male,bumiputera,BN - BERJAYA,,,,resign,292,417,,
6,P129,Sabah,Ulu Padas,,Kadoh Agundong,,male,bumiputera,PBS,,,,,399,486,,
6,P130,Sabah,Tawau,Tuan,Kan Yau Fa,,male,chinese,BN - BERJAYA,,,,,409,487,,
6,P131,Sarawak,Mas Gading,Tuan,Patrick Anek Uren,,male,bumiputera,BEBAS,,,,,706,369,,
6,P132,Sarawak,Bandar Kuching,Tuan,Sim Kwang Yang,,male,chinese,DAP,,,,,816,522,,
6,P133,Sarawak,Santubong,Datuk Dr,Sulaiman Bin Haji Daud,,male,bumiputera,BN - PBB,,,,,834,387,,
6,P134,Sarawak,Samarahan,Tuan Datuk Patinggi Haji,Abdul Taib Bin Mahmud,,male,bumiputera,BN - PBB,,,,,69,115,,
6,P135,Sarawak,Padawan,Datuk Amar,Stephen Yong Kuet Tze,,male,chinese,BN - SUPP,,,,,827,203,,
6,P136,Sarawak,Serian,Tuan,Richard Damping Anak Laki,,male,bumiputera,BN - SUPP,,,,,752,376,,
6,P137,Sarawak,Simunjan,Tuan,Bujang Bin Haji Ulis,,male,bumiputera,BN - PBB,,,,,176,411,,
6,P138,Sarawak,Batang Lupar,Datuk,Edwin Anak Tangkun,,male,bumiputera,BEBAS,,,,,243,134,,
6,P139,Sarawak,Lubok Antu,Tuan,Andrew Janggi Muyang,,male,bumiputera,BN - SNAP,,,,,137,472,,
6,P140,Sarawak,Betong,Datuk,Alfred Jabu Anak Numpang,,male,bumiputera,BN - PBB,,,,,128,471,,
6,P141,Sarawak,Saratok,Tuan,Edmund Langgu Anak Saga,,male,bumiputera,BEBAS,,,,,241,132,,
6,P142,Sarawak,Paloh,,Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,,male,bumiputera,BN - PBB,,,,,6,399,,
6,P143,Sarawak,Sarikei,Tuan,Law Hieng Ding,,male,chinese,BN - SUPP,,,,,436,490,,
6,P144,Sarawak,Sibu,Tuan,Ling Sie Ming,,male,chinese,DAP,,,,,480,494,,
6,P145,Sarawak,Rajang,Tuan,Jawan Anak Empaling,,male,bumiputera,BN - SUPP,,,,,372,262,,
6,P146,Sarawak,Mukah,Tuan,Leo Michael Toyad,,male,bumiputera,BN - PBB,,,,,448,492,,
6,P147,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,bumiputera,BN - SNAP,,,,,886,390,,
6,P148,Sarawak,Kanowit,Dato',Leo Moggie Anak Irok,,male,bumiputera,BN - SNAP,,,,,449,341,,
6,P149,Sarawak,Kapit,Datuk,Leonard Linggi Anak Jugah,,male,bumiputera,BN - PBB,,,,,450,430,,
6,P150,Sarawak,Ulu Rajang,Tuan,Justine Anak Jinggot,,male,bumiputera,BN - SNAP,,,,,392,485,,
6,P151,Sarawak,Bintulu,Tuan,Ting Ling Kiew,,male,chinese,BN - SNAP,,,,,894,391,,
6,P152,Sarawak,Lambir,Dr,George Chan Hong Nam,,male,chinese,BN - SUPP,,,,,271,480,,
6,P153,Sarawak,Baram,Tuan,Luhat Wan,,male,bumiputera,BN - SNAP,,,,,487,270,,
6,P154,Sarawak,Bukit Mas,Tuan,Mutang Tagal,,male,bumiputera,BN - PBB,,,,,650,180,,
6,,,,Dato,Mohamed Zahir Bin Haji Ismail,,male,bumiputera,,,Yang Dipertua Dewan Rakyat,,,576,502,,
7,P001,Perlis,Kangar,Dato',Radzi Bin Sheikh Ahmad,,male,bumiputera,BN - UMNO,,,,,727,517,,
7,P002,Perlis,Arau,Tuan,Shahidan Bin Kassim,,male,bumiputera,BN - UMNO,,,,,803,614,,
7,P003,Kedah,Jerlun Langkawi,Datuk Seri,Sanusi Bin Junid,,male,bumiputera,BN - UMNO,,,,,788,380,,
7,P004,Kedah,Kubang Pasu,Y.A.B. Dato' Seri Dr.,Mahathir Bin Mohamad,,male,bumiputera,BN - UMNO,Perdana Menteri,,,,500,164,,
7,P005,Kedah,Padang Terap,Dato' Dr.,Affifudin Bin Haji Omar,,male,bumiputera,BN - UMNO,,,,,98,544,,
7,P006,Kedah,Kota Setar,Dr.,Abdul Hadi Bin Derani,,male,bumiputera,BN - UMNO,,,,,24,536,,
7,P007,Kedah,Alor Setar,Dato',Oo Gin Sun,,male,chinese,BN - MCA,,,,,693,366,,
7,P008,Kedah,Kuala Kedah,Dato' Haji,Mohammad Abu Bakar Bin Rautin Ibrahim,,male,bumiputera,BN - UMNO,,,,,578,503,,
7,P009,Kedah,Pendang,Tuan,Othman Bin Abdul,,male,bumiputera,BN - UMNO,,,,,697,514,,
7,P010,Kedah,Jerai,Tuan,Ghazali Bin Ahmad,,male,bumiputera,BN - UMNO,,,,,274,556,,
7,P011,Kedah,Merbok,Tuan,Daim Zainuddin,,male,bumiputera,BN - UMNO,,,,,230,477,,
7,P012,Kedah,Sik,Dato',Zainal Abidin Bin Johari,,male,bumiputera,BN - UMNO,,,,,981,629,,
7,P013,Kedah,Baling,,Raja Ariffin Bin Raja Sulaiman,,male,bumiputera,BN - UMNO,,,,,737,611,,
7,P014,Kedah,Sungai Petani,Tuan Haji,Abdul Manaf Bin Haji Ahmad,,male,bumiputera,BN - UMNO,,,,,41,538,,
7,P015,Kedah,Padang Serai,Tuan,Chew Kam Hoy,,male,chinese,BN - MCA,,,,,202,549,,
7,P016,Kedah,Kulim,Dato',Abdul Kadir Bin Haji Sheikh Fadzir,,male,bumiputera,BN - UMNO,,,,,34,465,,
7,P017,Kelantan,Tumpat,Dato' Haji,Dusuki Bin Haji Ahmad,,male,bumiputera,BN - UMNO,,,,,239,479,,
7,P018,Kelantan,Pengkalan Chepa,Tuan Haji,Abdullah Bin Haji Arshad,,male,bumiputera,PAS,,,,,76,541,,
7,P019,Kelantan,Kota Baru,Tengku Dato',Ahmad Rithauddeen Al Haj Bin Tengku Ismail,,male,bumiputera,BN - UMNO,,,,,112,237,,
7,P020,Kelantan,Pasir Mas,Tuan Haji,Ibrahim Bin Ali,,male,bumiputera,BN - UMNO,,,,,334,420,,
7,P021,Kelantan,Rantau Panjang,Tuan Haji,Mohamed Yaacob,,male,bumiputera,BN - UMNO,,,,,573,588,,
7,P022,Kelantan,Nilam Puri,Dato' Haji,Mohamed Bin Haji Ali,,male,bumiputera,BN - UMNO,,,,,542,434,,
7,P023,Kelantan,Bachok,Tuan Haji,Mohd. Zain Bin Abdullah,,male,bumiputera,BN - HAMIM,,,,,626,281,,
7,P024,Kelantan,Pasir Puteh,Tuan,Wan Omar Bin Wan Majid,,male,bumiputera,BN - UMNO,,,,,931,625,,
7,P025,Kelantan,Kok Lanas,Dato',Abdullah Ahmad,,male,bumiputera,BN - UMNO,,,,,72,313,,
7,P026,Kelantan,Tanah Merah,Tuan,Hashim Bin Safin @ Shafain,,male,bumiputera,BN - UMNO,,,,,304,557,,
7,P027,Kelantan,Machang,Tuan,Mohd. Kassim Bin Ahmed,,male,bumiputera,BN - UMNO,,,,,606,435,,
7,P028,Kelantan,Kuala Kerai,Tuan,Mohamed Bin Isa,,male,bumiputera,BN - UMNO,,,,,543,584,,
7,P029,Kelantan,Gua Musang,Tengku Tan Sri,Razaleigh Hamzah,,male,bumiputera,BN - UMNO,,,,,748,375,,
7,P030,Terengganu,Besut,Dato' Haji,Zakaria Bin Haji Abdul Rahman,,male,bumiputera,BN - UMNO,,,,,987,396,,
7,P031,Terengganu,Setiu,Dato' Dr,Mohamed Yusof Bin Haji Mohamed Noor,,male,bumiputera,BN - UMNO,,,,,574,589,,
7,P032,Terengganu,Kuala Nerus,Tuan Haji,Ibrahim Azmi Bin Hassan,,male,bumiputera,BN - UMNO,,,,,332,259,,
7,P033,Terengganu,Kuala Terengganu,Tuan,Zubir Bin Embong,,male,bumiputera,BN - UMNO,,,,,992,630,,
7,P034,Terengganu,Marang,Tuan Haji,Abdul Rahman Bin Bakar,,male,bumiputera,BN - UMNO,,,,,49,539,,
7,P035,Terengganu,Hulu Terengganu,Tuan,Alias Bin Md. Ali,,male,bumiputera,BN - UMNO,,,,,130,407,,
7,P036,Terengganu,Dungun,Tuan Haji,Awang Bin Jabar,,male,bumiputera,BN - UMNO,,,,,149,410,,
7,P037,Terengganu,Kemaman,Tuan,Ismail @ Mansor Bin Said,,male,bumiputera,BN - UMNO,,,,,349,423,,
7,P038,Pulau Pinang,Kepala Batas,Datuk,Abdullah Bin Haji Ahmad Badawi,,male,bumiputera,BN - UMNO,,,,,75,405,,
7,P039,Pulau Pinang,Tasek Gelugor,Tuan,Mohammed Yusoff Bin Abdul Latib,,male,bumiputera,BN - UMNO,,,,,584,590,,
7,P040,Pulau Pinang,Bagan,Tuan,Teoh Teik Huat,,male,chinese,DAP,,,,,882,621,,
7,P041,Pulau Pinang,Permatang Pauh,Tuan,Anwar Bin Ibrahim,,male,bumiputera,BN - UMNO,,,,,141,473,,
7,P042,Pulau Pinang,Bukit Mertajam,Tuan,Chian Heng Kai @ Chiah Soo Ha,,male,chinese,DAP,,,,,207,322,,
7,P043,Pulau Pinang,Nibong Tebal,Dr.,Goh Cheng Teik,,male,chinese,BN - Gerakan,,,,,276,329,,
7,P044,Pulau Pinang,Bukit Bendera,Tuan,Gooi Hock Seng,,male,chinese,DAP,,,,,281,481,,
7,P045,Pulau Pinang,Tanjong,Tuan,Lim Kit Siang,,male,chinese,DAP,,,,,469,268,,
7,P046,Pulau Pinang,Jelutong,Tuan,R. Karpal Singh,,male,indian,DAP,,,,,723,609,,
7,P047,Pulau Pinang,Bayan Baru,Tuan,Peter Paul Dason,,male,indian,DAP,,,,,715,289,,
7,P048,Pulau Pinang,Balik Pulau,Tuan,Mohamad Subky Bin Haji Abdul Raof,,male,bumiputera,BN - UMNO,,,,,534,583,,
7,P049,Perak,Gerik,Dato',Mohd. Tajol Rosli Bin Mohd. Ghazali,,male,bumiputera,BN - UMNO,,,,,620,594,,
7,P050,Perak,Larut,Tuan,Mohd. Zihin Bin Mohd. Hassan,,male,bumiputera,BN - UMNO,,,,,627,596,,
7,P051,Perak,Parit Buntar,Tuan,Abdul Rahman Bin Suliman,,male,bumiputera,BN - UMNO,,,,,54,467,,
7,P052,Perak,Bagan Serai,Dato',Zainal Abidin Bin Zin,,male,bumiputera,BN - UMNO,,,,,983,531,,
7,P053,Perak,Bukit Gantang,Toh Muda Dr.,Abdullah Fadzil Bin Che Wan,,male,bumiputera,BN - UMNO,,,,,80,542,,
7,P054,Perak,Taiping,Dato',Paul Leong Khee Seong,,male,chinese,BN - Gerakan,,,,,707,370,,
7,P055,Perak,Tasik Chenderoh,Dato' Haji,Saidin Bin Haji Mat Piah,,male,bumiputera,BN - UMNO,,,,,778,520,,
7,P056,Perak,Sungei Siput,Dato',S. Samy Vellu,,male,indian,BN - MIC,,,,,768,377,,
7,P057,Perak,Tambun,Tuan,Yahaya Bin Mohd. Shafie,,male,bumiputera,BN - UMNO,,,,,950,628,,
7,P058,Perak,Pasir Pinji,Tuan,Lau Dak Kee,,male,chinese,DAP,,,,,433,569,,
7,P059,Perak,Ipoh,Tuan,P. Patto,,male,indian,DAP,,,,,701,440,,
7,P060,Perak,Batu Gajah,Tuan,Ting Chek Ming,,male,chinese,DAP,,,,,891,623,,
7,P061,Perak,Kuala Kangsar,Datin Paduka,Rafidah Aziz,,male,bumiputera,BN - UMNO,,,,,728,442,,
7,P062,Perak,Beruas,Dato' Dr.,Lim Keng Yaik,,male,chinese,BN - Gerakan,,,,,466,575,,
7,P063,Perak,Parit,Tuan,Nasruddin Bin Alang Saidin,,male,bumiputera,BN - UMNO,,,,,654,597,,
7,P064,Perak,Gopeng,Tuan,Tan Koon Swan,,male,chinese,BN - MCA,,,,resign,867,450,,
7,P064,Perak,Gopeng,,Ting Chew Peh,,male,chinese,BN - MCA,,,,,893,624,,
7,P065,Perak,Kampar,Tuan,Ngoi Thiam Woh,,male,chinese,DAP,,,,,668,599,,
7,P066,Perak,Tapah,Tuan,M.G. Pandithan,,male,indian,BN - MIC,,,,,493,578,,
7,P067,Perak,Pasir Salak,Dato',Megat Junid Bin Megat Ayob,,male,bumiputera,BN - UMNO,,,,,522,496,,
7,P068,Perak,Lumut,Tuan,Ng Cheng Kuai,,male,chinese,BN - MCA,,,,,660,511,,
7,P069,Perak,Bagan Datok,Tuan,Mohamed Bin Jamrah,,male,bumiputera,BN - UMNO,,,,,544,585,,
7,P070,Perak,Telok Intan,Tuan,Ong Tin Kim,,male,chinese,BN - Gerakan,,,,,690,603,,
7,P071,Perak,Tanjong Malim,Tuan,Loke Yuen Yow,,male,chinese,BN - MCA,,,,,486,577,,
7,P072,Pahang,Lipis,Tuan,Wang Choon Wing,,male,chinese,BN - MCA,,,,,936,626,,
7,P073,Pahang,Raub,Puan,Teng Gaik Kwan,,female,chinese,BN - MCA,,,,,879,620,,
7,P074,Pahang,Jerantut,Tuan,Wan Abu Bakar Bin Wan Mohamed,,male,bumiputera,BN - UMNO,,,,,917,526,,
7,P075,Pahang,Kuantan,Tuan,Adam Bin Abdul Kadir,,male,bumiputera,BN - UMNO,,,,,93,543,,
7,P076,Pahang,Pekan,Dato' Seri Haji,Mohd. Najib Bin Tun Haji Abdul Razak,,male,bumiputera,BN - UMNO,,,,,587,355,,
7,P077,Pahang,Maran,Tuan,Mohamad Bin Abdullah,,male,bumiputera,BN - UMNO,,,,,527,582,,
7,P078,Pahang,Mentakab,Dr.,Siti Zahara Binti Haji Sulaiman,,female,bumiputera,BN - UMNO,,,,,819,615,,
7,P079,Pahang,Bentong,Dato',Chan Siang Sun,,male,chinese,BN - MCA,,,,death,188,24,,
7,P079,Pahang,Bentong,,Lim Ah Lek,,male,chinese,BN - MCA,,,,,456,572,,
7,P080,Pahang,Temerloh,Dato' Haji,Sabbaruddin Chik,,male,bumiputera,BN - UMNO,,,,,776,519,,
7,P081,Pahang,Rompin,Tuan,Mohamed Amin Bin Haji Daud,,male,bumiputera,BN - UMNO,,,,,538,498,,
7,P082,Selangor,Sabak Bernam,Tuan,Hussein Bin Haji Taib,,male,bumiputera,BN - UMNO,,,,,333,40,,
7,P083,Selangor,Tanjung Karang,Dato',Kamaruzaman Bin Ahmad,,male,bumiputera,BN - UMNO,,,,,407,565,,
7,P084,Selangor,Hulu Selangor,Tuan,S.S. Subramaniam,,male,indian,BN - MIC,,,,,772,612,,
7,P085,Selangor,Kuala Selangor,Dato',Abu Hassan Bin Haji Omar,,male,bumiputera,BN - UMNO,,,,,89,406,,
7,P086,Selangor,Kapar,Tuan,D.P. Vijandran,,male,indian,BN - MIC,,Timbalan Yang di-Pertua,,resign,228,551,,
7,P087,Selangor,Selayang,Datin Paduka Hajjah,Zaleha Binti Ismail,,female,bumiputera,BN - UMNO,,,,,991,532,,
7,P088,Selangor,Ampang Jaya,Dr.,Lim Ann Koon,,male,chinese,BN - MCA,,,,resign,457,573,,
7,P088,Selangor,Ampang Jaya,,Ong Tee Keat,,male,chinese,BN - MCA,,Timbalan Yang di-Pertua,,,689,602,,
7,P089,Selangor,Hulu Langat,Dato',Lee Kim Sai,,male,chinese,BN - MCA,,,,,442,491,,
7,P090,Selangor,Petaling Jaya,Dr.,Eng Seng Chai @ Ng Sing Sai,,male,chinese,DAP,,,,,246,554,,
7,P091,Selangor,Puchong,Dr.,V. David,,male,indian,DAP,,,,,904,94,,
7,P092,Selangor,Shah Alam,Puan Hajjah,Rahmah Binti Othman,,female,bumiputera,BN - UMNO,,,,,729,518,,
7,P093,Selangor,Klang,Tuan,Ng Cheng Kiat,,male,chinese,BN - MCA,,,,,659,598,,
7,P094,Selangor,Kuala Langat,Tuan,Basri Bin Bajuri,,male,bumiputera,BN - UMNO,,,,,168,547,,
7,P095,Selangor,Sepang,Tuan,Mohd. Sharif Bin Jajang,,male,bumiputera,BN - UMNO,,,,,616,593,,
7,P096,WP Kuala Lumpur,Kepong,Dr.,Tan Seng Giaw,,male,chinese,DAP,,,,,870,524,,
7,P097,WP Kuala Lumpur,Batu,Dato',Alexander Yu Lung Lee,,male,chinese,BN - Gerakan,,,,,127,546,,
7,P098,WP Kuala Lumpur,Titiwangsa,Drs.,Suleiman Bin Mohamed,,male,bumiputera,BN - UMNO,,,,,839,617,,
7,P099,WP Kuala Lumpur,Bukit Bintang,Tuan,Lee Lam Thye,,male,chinese,DAP,,,,,444,340,,
7,P100,WP Kuala Lumpur,Lembah Pantai,Tuan Haji,Abdul Razak Bin Abu Samah,,male,bumiputera,BN - UMNO,,,,,62,540,,
7,P101,WP Kuala Lumpur,Seputih,Tuan,Liew Ah Kim,,male,chinese,DAP,,,,,454,571,,
7,P102,WP Kuala Lumpur,Sungai Besi,Tuan,Tan Kok Wai,,male,chinese,DAP,,,,,866,619,,
7,P103,Negeri Sembilan,Jelebu,Dato',Rais Yatim,,male,bumiputera,BN - UMNO,,,,,735,372,,
7,P104,Negeri Sembilan,Jempol,Tuan Haji,Mohd. Khalid Bin Mohd. Yunus,,male,bumiputera,BN - UMNO,,,,,607,591,,
7,P105,Negeri Sembilan,Tampin,Tuan,Mohd. Noh Bin Rajab,,male,bumiputera,BN - UMNO,,,,,609,592,,
7,P106,Negeri Sembilan,Kuala Pilah,Puan,Napsiah Binti Omar,,female,bumiputera,BN - UMNO,,,,,651,509,,
7,P107,Negeri Sembilan,Seremban,Dr.,Chen Man Hin,,male,chinese,DAP,,,,,199,249,,
7,P108,Negeri Sembilan,Resah,Tuan,Hu Sepang,,male,chinese,DAP,,,,,326,559,,
7,P109,Negeri Sembilan,Telok Kemang,Dato',K.Pathmanaban,,male,indian,BN - MIC,,,,,396,337,,
7,P110,Melaka,Alor Gajah,Datuk Seri,Mohd. Adib Bin Haji Mohd. Adam,,male,bumiputera,BN - UMNO,,,,,593,507,,
7,P111,Melaka,Selandar,Dato,Kok Wee Kiat,,male,chinese,BN - MCA,,,,,424,567,,
7,P112,Melaka,Batu Berendam,Tuan,Mohd. Tamrin Bin Abdul Ghafar,,male,bumiputera,BN - UMNO,,,,,621,595,,
7,P113,Melaka,Kota Melaka,Tuan,Lim Guan Eng,,male,chinese,DAP,,,,,461,574,,
7,P114,Melaka,Jasin,Y.A.B.,Abdul Ghafar Bin Baba,,male,bumiputera,BN - UMNO,Timbalan Perdana Menteri,,,,18,228,,
7,P115,Johor,Segamat,Dato',S. Subramaniam,,male,indian,BN - MIC,,,,,770,378,,
7,P116,Johor,Ledang,Tuan,Abdul Ghani Bin Othman,,male,bumiputera,BN - UMNO,,,,,21,535,,
7,P117,Johor,Pagoh,Tuan,Ahmad Bin Omar,,male,bumiputera,BN - UMNO,,,,,105,545,,
7,P118,Johor,Labis,Dato Dr.,Ling Liong Sik,,male,chinese,BN - MCA,,,,,479,346,,
7,P119,Johor,Mersing,Dato',Abdul Ajib Bin Ahmad,,male,bumiputera,BN - UMNO,,,,,11,534,,
7,P120,Johor,Kluang,Puan,Ling Chooi Sieng,,female,chinese,BN - MCA,,,,,478,576,,
7,P121,Johor,Parit Sulong,Puan Hajjah,Shariffah Dorah Binti Dato' Syed Mohammed,,female,bumiputera,BN - UMNO,,,,,810,448,,
7,P122,Johor,Bakri,Tuan,Chua Jui Meng,,male,chinese,BN - MCA,,,,,223,550,,
7,P123,Johor,Muar,Tuan,Mohamed Sam Bin Haji Sailan,,male,bumiputera,BN - UMNO,,,,,566,586,,
7,P124,Johor,Sri Gading,Tuan,Mustaffa Bin Mohammad,,male,bumiputera,BN - UMNO,,,,,648,179,,
7,P125,Johor,Batu Pahat,Tuan Haji,Daud Bin Dato' Haji Taha,,male,bumiputera,BN - UMNO,,,,,232,478,,
7,P126,Johor,Sungai Benut,Tuan,Mohamed Tawfik Bin Dr. Ismail,,male,bumiputera,BN - UMNO,,,,,572,587,,
7,P127,Johor,Senai,Tuan,Woon See Chin,,male,chinese,BN - MCA,,,,,949,627,,
7,P128,Johor,Kota Tinggi,Dato',Musa Bin Hitam,,male,bumiputera,BN - UMNO,,,,,644,178,,
7,P129,Johor,Tebrau,Puan,Siti Zainabon @ Zainab Binti Abu Bakar,,female,bumiputera,BN - UMNO,,,,,820,616,,
7,P130,Johor,Johor Bahru,Dato,Shahrir Bin Abdul Samad,,male,bumiputera,BN - UMNO > BEBAS,,,,,805,447,,
7,P131,Johor,Pulai,Dato',Mohamed Bin Rahmat,,male,bumiputera,BN - UMNO,,,,,545,274,,
7,P132,Johor,Pontian,Tuan,Law Lai Heng @ Goh Lai Heng,,male,chinese,BN - MCA,,,,,437,570,,
7,P133,WP Labuan,Labuan,Tuan,Abdol Mulok @ Molle,,male,bumiputera,BEBAS,,,,,10,533,,
7,P134,Sabah,Marudu,Tuan,Joe Ojihi Bin Supiring,,male,bumiputera,BEBAS,,,,,379,562,,
7,P135,Sabah,Bandau,Tuan,Madatang Bin Morejal,,male,bumiputera,BN - PBS,,,,,494,579,,
7,P136,Sabah,Kota Belud,Tuan,Maidom Bin Pansai @ Paul Bin Pansai,,male,bumiputera,BN - PBS,,,,,504,580,,
7,P137,Sabah,Tuaran,Tuan,Kalakau Untol,,male,bumiputera,BN - USNO,,,,,400,564,,
7,P138,Sabah,Kinabalu,Tuan,Kasitah Gaddam,,male,bumiputera,BN - USNO,,,,,413,566,,
7,P139,Sabah,Jambongan,Tuan,Metah Bin Asang @ Michael Asang,,male,bumiputera,BN - PBS,,,,,524,581,,
7,P140,Sabah,Sandakan,Tuan,Fung Ket Wing,,male,chinese,DAP,,,,,264,416,,
7,P141,Sabah,Kinabatangan,Tuan,Pitting Bin Haji Mohd. Ali,,male,bumiputera,BN - USNO,,,,,719,608,,
7,P142,Sabah,Keningau,Datuk,Joseph Pairin Kitingan,,male,bumiputera,BN - PBS,,,,,384,563,,
7,P143,Sabah,Penampang,Tuan,Bernard Giluk Dompok,,male,bumiputera,BN - PBS,,,,,170,548,,
7,P144,Sabah,Gaya,Tuan,Gerard Math,,male,chinese,DAP,,,,,273,555,,
7,P145,Sabah,Tanjong Aru,Tuan,Hsing Yin Shean @ Heng Yick Yin,,male,chinese,DAP,,,,,325,558,,
7,P146,Sabah,Papar,Tuan,Osu Bin Haji Sukam,,male,bumiputera,BN - USNO,,,,,696,604,,
7,P147,Sabah,Kimanis,Tuan,Nurnikman Bin Abdullah,,male,bumiputera,BN - USNO,,,,,683,601,,
7,P148,Sabah,Limbawang,,Mustapha Bin Datu Harun,,male,bumiputera,BN - USNO,,,,,647,284,,
7,P148,Sabah,Limbawang,Datu,Abdul Hamid Bin Tun Datu Haji Mustapha,,male,bumiputera,BN - USNO,,,,death,30,537,,
7,P149,Sabah,Padas,Tuan,Kadoh Agundong,,male,bumiputera,BN - PBS,,,,,399,486,,
7,P150,Sabah,Pensiangan,Tuan,Taimin Bin Lumaing,,male,bumiputera,BN - PBS,,,,,855,618,,
7,P151,Sabah,Tawau,Tuan,Samson Chin Chee Tsu,,male,chinese,DAP,,,,,784,613,,
7,P152,Sabah,Silam,Tuan,Railey Bin Jeffrey,,male,bumiputera,BN - USNO,,,,,733,610,,
7,P153,Sabah,Semporna,Datuk Haji,Sakaran Dandai,,male,bumiputera,BN - USNO,,,,,779,444,,
7,P154,Sarawak,Mas Gading,Dr.,Patau Rubis,,male,bumiputera,BN - SNAP,,,,,705,605,,
7,P155,Sarawak,Bandar Kuching,Tuan,Sim Kwang Yang,,male,chinese,DAP,,,,,816,522,,
7,P156,Sarawak,Santubong,Dato' Dr.,Sulaiman Bin Haji Daud,,male,bumiputera,BN - PBB,,,,,834,387,,
7,P157,Sarawak,Samarahan,Datuk Patinggi Haji,Abdul Taib Mahmud,,male,bumiputera,BN - PBB,,,,,69,115,,
7,P158,Sarawak,Padawan,Datuk Amar,Stephen Yong Kuet Tze,,male,chinese,BN - SUPP,,,,,827,203,,
7,P159,Sarawak,Serian,Tuan,Lainus Anak Andrew Luwak,,male,bumiputera,BEBAS,,,,,431,568,,
7,P160,Sarawak,Simunjan,Tuan Haji,Bujang Bin Haji Ulis,,male,bumiputera,BN - PERMAS,,,,,176,411,,
7,P161,Sarawak,Batang Lupar,Datuk,Daniel Tajem Anak Miri,,male,bumiputera,BN - PBDS,,,,,231,552,,
7,P162,Sarawak,Lubuk Antu,Tuan,Andrew Janggi Muyang,,male,bumiputera,BN - PBDS,,,,death,137,472,,
7,P162,Sarawak,Lubuk Antu,,Jawah Anak Gerang,,male,bumiputera,BN - PBDS,,,,,371,560,,
7,P163,Sarawak,Betong,Tuan,Douglas Uggah Embas,,male,bumiputera,BN - PBB,,,,,237,553,,
7,P164,Sarawak,Saratok,Datuk,Peter Tinggom Anak Kamarau,,male,bumiputera,BN - SNAP,,,,,716,607,,
7,P165,Sarawak,Paloh,Dato',Abang Abu Bakar Bin Datu Bandar Abang Haji Mustapha,,male,bumiputera,BN - PBB,,,,,6,399,,
7,P166,Sarawak,Sarikei,Tuan,Law Heng Ding,,male,chinese,BN - SUPP,,,,,436,490,,
7,P167,Sarawak,Sibu,Tuan,Tieu Sung Seng @ Tiu Siing Seng,,male,chinese,BN - SUPP,,,,,890,622,,
7,P168,Sarawak,Rajang,Tuan,Nicholas Munong Anak Ibau,,male,bumiputera,BEBAS,,,,,669,600,,
7,P169,Sarawak,Mukah,Dr.,Leo Michael Toyad,,male,bumiputera,BN - PBB,,,,,448,492,,
7,P170,Sarawak,Julau,Tuan,Thomas Salang Siden,,male,bumiputera,BN - PBDS,,,,,886,390,,
7,P171,Sarawak,Kanowit,Datuk,Leo Moggie Anak Irok,,male,bumiputera,BN - PBDS,,,,,449,341,,
7,P172,Sarawak,Kapit,Tuan,Jimbun Anak Pungga @ James Jimbun Anak Pungga,,male,bumiputera,BN - PBB,,,,,375,561,,
7,P173,Sarawak,Ulu Rajang,Tuan,Justine Anak Temenggong Jinggut,,male,bumiputera,BN - SNAP,,,,,392,485,,
