author_id,vol,author,birth_year,sex,ethnicity,party,negeri,area,kod_kawasan,exec_posts,service_posts,start_date,end_date
4213,15,NIK NAZMI BIN NIK AHMAD,1982,male,bumiputera,PH,Kuala Lumpur,Setiawangsa,P118,Menteri Sumber Asli dan Kelestarian Alam,,2022-11-19,
4215,14,RINA BINTI MOHD HARUN,1973,female,bumiputera,BERSATU,Kuala Lumpur,TITIWANGSA,P119,"Menteri Pembangunan, Wanita, Keluarga dan Masyarakat",,2018-05-09,2022-10-10
4219,14,AHMAD FAHMI BIN MOHAMED FADZIL,1981,male,bumiputera,PH - PKR,Kuala Lumpur,LEMBAH PANTAI,P121,,,2018-05-09,2022-10-10
4219,15,AHMAD FAHMI BIN MOHAMED FADZIL,1981,male,bumiputera,PH,Kuala Lumpur,Lembah Pantai,P121,Menteri Komunikasi,,2022-11-19,
4227,14,JALALUDDIN BIN ALIAS,1963,male,bumiputera,BN - UMNO,Negeri Sembilan,JELEBU,P126,Timbalan Menteri Wilayah Persekutuan,,2018-05-09,2022-10-10
4227,15,JALALUDDIN BIN ALIAS,1963,male,bumiputera,BN,Negeri Sembilan,Jelebu,P126,,,2022-11-19,
4230,14,MOHD SALIM SHARIF,1965,male,bumiputera,BN - UMNO,Negeri Sembilan,JEMPOL,P127,,,2018-05-09,2022-10-10
4234,14,EDDIN SYAZLEE BIN SHITH,1974,male,bumiputera,BERSATU,Negeri Sembilan,KUALA PILAH,P129,Timbalan Menteri di Jabatan Perdana Menteri (Ekonomi),,2018-05-09,2022-10-10
4238,14,CHA KEE CHIN,1974,male,chinese,PH - DAP,Negeri Sembilan,RASAH,P130,,,2018-05-09,2022-10-10
4238,15,CHA KEE CHIN,1974,male,chinese,PH,Negeri Sembilan,Rasah,P130,,,2022-11-19,
4241,14,DANYAL BALAGOPAL ABDULLAH,1951,male,indian,PH - PKR,Negeri Sembilan,PORT DICKSON,P132,,,2018-05-09,2018-09-12
4242,14,HASAN BIN BAHROM,1956,male,bumiputera,PH - AMANAH,Negeri Sembilan,TAMPIN,P133,,,2018-05-09,2022-10-10
4247,14,MOHD REDZUAN BIN MD. YUSOF,1957,male,bumiputera,BERSATU,Melaka,ALOR GAJAH,P135,,,2018-05-09,2022-10-10
4248,14,RUSNAH BINTI ALUAI,1962,female,bumiputera,PH - PKR,Melaka,TANGGA BATU,P136,,,2018-05-09,2022-10-10
4252,14,KHOO POAY TIONG,1971,male,chinese,PH - DAP,Melaka,KOTA MELAKA,P138,,,2018-05-09,2022-10-10
4252,15,KHOO POAY TIONG,1971,male,chinese,PH,Melaka,Kota Melaka,P138,,,2022-11-19,
4257,14,NATRAH ISMAIL,1951,female,bumiputera,PH - PKR,Johor,SEKIJANG,P141,,,2018-05-09,2022-10-10
4261,14,SYED IBRAHIM BIN SYED NOH,1964,male,bumiputera,PH - PKR,Johor,LEDANG,P144,,,2018-05-09,2022-10-10
4261,15,SYED IBRAHIM BIN SYED NOH,1964,male,bumiputera,PH,Johor,Ledang,P144,,,2022-11-19,
4263,14,YEO BEE YIN,1983,female,chinese,PH - DAP,Johor,BAKRI,P145,,,2018-05-09,2022-10-10
4263,15,YEO BEE YIN,1983,female,chinese,PH,Selangor,Puchong,P103,,,2022-11-19,
4266,14,SYED SADDIQ BIN SYED ABDUL RAHMAN,1993,male,bumiputera,BERSATU,Johor,MUAR,P146,,,2018-05-09,2020-05-28
4266,14,SYED SADDIQ BIN SYED ABDUL RAHMAN,1993,male,bumiputera,BEBAS,Johor,MUAR,P146,,,2020-05-28,2021-12-23
4266,14,SYED SADDIQ BIN SYED ABDUL RAHMAN,1993,male,bumiputera,MUDA,Johor,MUAR,P146,,,2021-12-23,2022-10-10
4266,15,SYED SADDIQ BIN SYED ABDUL RAHMAN,1993,male,bumiputera,MUDA,Johor,Muar,P146,,,2022-11-19,
4270,14,SHARUDDIN BIN MD SALLEH,1956,male,bumiputera,BERSATU,Johor,SRI GADING,P149,,,2018-05-09,2020-07-19
4270,14,SHARUDDIN BIN MD SALLEH,1956,male,bumiputera,BEBAS,Johor,SRI GADING,P149,,,2020-07-19,2020-08-12
4270,14,SHARUDDIN BIN MD SALLEH,1956,male,bumiputera,PEJUANG,Johor,SRI GADING,P149,,,2020-08-12,2022-10-10
4273,14,MOHD RASHID HASNON,1960,male,bumiputera,PH - PKR,Johor,BATU PAHAT,P150,,Timbalan Yang di-Pertua Dewan Rakyat,2018-05-09,2020-02-24
4273,14,MOHD RASHID HASNON,1960,male,bumiputera,BEBAS,Johor,BATU PAHAT,P150,,Timbalan Yang di-Pertua Dewan Rakyat,2020-02-24,2020-08-22
4273,14,MOHD RASHID HASNON,1960,male,bumiputera,BERSATU,Johor,BATU PAHAT,P150,,Timbalan Yang di-Pertua Dewan Rakyat,2020-08-22,2022-10-10
4276,14,MASZLEE BIN MALIK,1975,male,bumiputera,BERSATU,Johor,SIMPANG RENGGAM,P151,,,2018-05-09,2020-05-28
4276,14,MASZLEE BIN MALIK,1975,male,bumiputera,BEBAS,Johor,SIMPANG RENGGAM,P151,,,2020-05-28,2021-11-27
4276,14,MASZLEE BIN MALIK,1975,male,bumiputera,PH - PKR,Johor,SIMPANG RENGGAM,P151,,,2021-11-27,2022-10-10
4278,14,WONG SHU QI,1983,female,bumiputera,PH - DAP,Johor,KLUANG,P152,,,2018-05-09,2022-10-10
4278,15,WONG SHU QI,1983,female,bumiputera,PH,Johor,Kluang,P152,,,2022-11-19,
4284,14,ADHAM BIN BABA,1963,male,bumiputera,BN - UMNO,Johor,TENGGARA,P155,"Menteri Sains, Teknologi dan Inovasi",,2018-05-09,2022-10-10
4289,14,AKMAL NASRULLAH BIN MOHD NASIR,1986,male,bumiputera,PH - PKR,Johor,JOHOR BAHRU,P160,,,2018-05-09,2022-10-10
4289,15,AKMAL NASRULLAH BIN MOHD NASIR,1986,male,bumiputera,PH,Johor,Johor Bahru,P160,Timbalan Menteri Peralihan Tenaga dan Transformasi Air,,2022-11-19,
4298,14,MOHD FARID MOHD RAFIK,1977,male,bumiputera,BERSATU,Johor,TANJUNG PIAI,P165,,,2019-11-16,2022-10-10
4314,14,MOHD AZIS BIN JAMMAN,1975,male,bumiputera,WARISAN,Sabah,SEPANGGAR,P171,,,2018-05-09,2022-10-10
4317,14,AWANG HUSAINI BIN SAHARI,1967,male,bumiputera,PH - PKR,Sabah,PUTATAN,P173,,,2018-05-09,2022-10-10
4322,14,AHMAD BIN HASSAN,1961,male,bumiputera,WARISAN,Sabah,PAPAR,P175,,,2018-05-09,2022-10-10
4325,14,YAMANI HAFEZ BIN MUSA,1978,male,bumiputera,BN - UMNO,Sabah,SIPITANG,P178,Timbalan Menteri Kewangan II,,2018-05-09,2018-12-12
4325,14,YAMANI HAFEZ BIN MUSA,1978,male,bumiputera,BEBAS,Sabah,SIPITANG,P178,Timbalan Menteri Kewangan II,,2018-12-12,2019-09-17
4325,14,YAMANI HAFEZ BIN MUSA,1978,male,bumiputera,BERSATU,Sabah,SIPITANG,P178,Timbalan Menteri Kewangan II,,2019-09-17,2022-10-10
4336,14,NOORITA BINTI SUAL,1980,female,bumiputera,PH - DAP,Sabah,TENOM,P181,,,2018-05-09,2022-10-10
4336,15,NOORITA BINTI SUAL,1980,female,bumiputera,DAP,,,,,Ahli Dewan Negara,2023-03-20,2026-03-19
4340,14,ARTHUR JOSEPH KURUP,1982,male,bumiputera,BN - PBRS,Sabah,PENSIANGAN,P182,Timbalan Menteri Kerja Raya,,2018-05-09,2022-10-10
4340,15,ARTHUR JOSEPH KURUP,1982,male,bumiputera,BN,Sabah,Pensiangan,P182,Timbalan Menteri Pertanian dan Keterjaminan Makanan,,2022-11-19,
4347,14,ZAKARIA BIN MOHD. EDRIS,1951,male,bumiputera,BN - UMNO,Sabah,LIBARAN,P184,,,2018-05-09,2018-12-12
4347,14,ZAKARIA BIN MOHD. EDRIS,1951,male,bumiputera,BEBAS,Sabah,LIBARAN,P184,,,2018-12-12,2019-03-14
4347,14,ZAKARIA BIN MOHD. EDRIS,1951,male,bumiputera,BERSATU,Sabah,LIBARAN,P184,,,2019-03-14,2022-10-10
4360,14,MA'MUN BIN SULAIMAN,1965,male,bumiputera,WARISAN,Sabah,KALABAKAN,P191,,,2018-05-09,2022-10-10
4367,14,KELVIN YII LEE WUEN,1986,male,chinese,PH - DAP,Sarawak,BANDAR KUCHING,P195,,,2018-05-09,2022-10-10
4367,15,KELVIN YII LEE WUEN,1986,male,chinese,PH,Sarawak,Bandar Kuching,P195,,,2022-11-19,
4379,14,TAMBAT@ JUGAH ANAK MUYANG,1964,male,bumiputera,BEBAS,Sarawak,LUBOK ANTU,P203,,,2018-05-09,2018-05-12
4379,14,TAMBAT@ JUGAH ANAK MUYANG,1964,male,bumiputera,PH - PKR,Sarawak,LUBOK ANTU,P203,,,2018-05-12,2020-06-05
4379,14,TAMBAT@ JUGAH ANAK MUYANG,1964,male,bumiputera,BEBAS,Sarawak,LUBOK ANTU,P203,,,2020-06-05,2022-10-10
4383,14,ROBERT LAWSON CHUAT,1959,male,bumiputera,GPS - PBB,Sarawak,BETONG,P204,,,2018-05-09,2022-10-10
4385,14,YUSUF BIN ABD WAHAB,1964,male,bumiputera,GPS - PBB,Sarawak,TANJONG MANIS,P206,,,2018-05-09,2022-10-10
4385,15,YUSUF BIN ABD WAHAB,1964,male,bumiputera,GPS,Sarawak,Tanjong Manis,P206,,,2022-11-19,
4388,14,AHMAD JOHNIE BIN HAJI ZAWAWI,1962,male,bumiputera,GPS - PBB,Sarawak,IGAN,P207,,,2018-05-09,2022-10-10
4388,15,AHMAD JOHNIE BIN HAJI ZAWAWI,1962,male,bumiputera,GPS,Sarawak,Igan,P207,,,2022-11-19,
4390,15,HUANG TIONG SII,1969,male,chinese,GPS,Sarawak,Sarikei,P208,Timbalan Menteri Sumber Asli dan Kelestarian Alam,,2022-11-19,
4397,14,HANIFAH HAJAR TAIB,1972,female,bumiputera,GPS - PBB,Sarawak,MUKAH,P213,Timbalan Menteri di Jabatan Perdana Menteri (Hal Ehwal Sabah dan Sarawak),,2018-05-09,2022-10-10
4397,15,HANIFAH HAJAR TAIB,1972,female,bumiputera,GPS,Sarawak,Mukah,P213,Timbalan Menteri Ekonomi,,2022-11-19,
4403,14,LUKANISMAN BIN AWANG SAUNI,1982,male,bumiputera,GPS - PBB,Sarawak,SIBUTI,P218,,,2018-05-09,2022-10-10
4403,15,LUKANISMAN BIN AWANG SAUNI,1982,male,bumiputera,GPS,Sarawak,Sibuti,P218,Timbalan Menteri Kesihatan,,2022-11-19,
4409,15,RUSHDAN BIN RUSMI,1978,male,bumiputera,PN,Perlis,Padang Besar,P001,,,2022-11-19,
4413,15,ZAKRI BIN HASSAN,1965,male,bumiputera,PN,Perlis,Kangar,P002,,,2022-11-19,
4420,15,MOHD SUHAIMI BIN HAJI ABDULLAH,1976,male,bumiputera,PN,Kedah,Langkawi,P004,,,2022-11-19,
4423,15,ABD GHANI BIN AHMAD,1970,male,bumiputera,PN,Kedah,Jerlun,P005,,,2022-11-19,
4425,15,KU ABD RAHMAN BIN KU ISMAIL,1952,male,bumiputera,PN,Kedah,Kubang Pasu,P006,,,2022-11-19,
4432,15,NURUL AMIN BIN HAMID,1983,male,bumiputera,PN,Kedah,Padang Terap,P007,,,2022-11-19,
4434,15,AHMAD BIN SAAD @ YAHAYA,1975,male,bumiputera,PN,Kedah,Pokok Sena,P008,,,2022-11-19,
4438,15,AFNAN HAMIMI BIN DATO' HAJI TAIB AZAMUDDEN,1981,male,bumiputera,PN,Kedah,Alor Setar,P009,,,2022-11-19,
4447,15,AHMAD FAKHRUDDIN BIN FAKHRURAZI,1971,male,bumiputera,PN,Kedah,Kuala Kedah,P010,,,2022-11-19,
4461,15,MOHD NAZRI BIN ABU HASSAN,1970,male,bumiputera,PN,Kedah,Merbok,P014,,,2022-11-19,
4463,15,MOHAMMED TAUFIQ BIN JOHARI,1996,male,bumiputera,PH,Kedah,Sungai Petani,P015,,,2022-11-19,
4470,15,HASSAN BIN SAAD,1957,male,bumiputera,PN,Kedah,Baling,P016,,,2022-11-19,
4471,15,AZMAN BIN NASRUDIN,1972,male,bumiputera,PN,Kedah,Padang Serai,P017,,,2022-11-19,
4478,15,ROSLAN BIN HASHIM,1967,male,bumiputera,PN,Kedah,Kulim Bandar Baharu,P018,,,2022-11-19,
4482,15,MUMTAZ BINTI MD NAWI,1972,female,bumiputera,PN,Kelantan,Tumpat,P019,,,2022-11-19,
4509,15,MOHD SYAHIR BIN CHE SULAIMAN,1983,male,bumiputera,PN,Kelantan,Bachok,P025,,,2022-11-19,
4516,15,KHLIR BIN MOHD NOR,1958,male,bumiputera,PN,Kelantan,Ketereh,P026,,,2022-11-19,
4529,15,WAN AHMAD FAYHSAL BIN WAN AHMAD KAMAL,1987,male,bumiputera,PN,Kelantan,Machang,P029,,,2022-11-19,
4532,15,ZAHARI BIN KECHIK,1960,male,bumiputera,PN,Kelantan,Jeli,P030,,,2022-11-19,2024-06-02
4532,15,ZAHARI BIN KECHIK,1960,male,bumiputera,BEBAS,Kelantan,Jeli,P030,,,2024-06-02,
4539,15,MOHD AZIZI BIN ABU NAIM,1972,male,bumiputera,PN,Kelantan,Gua Musang,P032,,,2022-11-19,2024-06-02
4539,15,MOHD AZIZI BIN ABU NAIM,1972,male,bumiputera,BEBAS,Kelantan,Gua Musang,P032,,,2024-06-02,
4549,15,ALIAS BIN RAZAK,1959,male,bumiputera,PN,Terengganu,Kuala Nerus,P035,,,2022-11-19,
4568,15,AHMAD SAMSURI BIN MOKHTAR,1971,male,bumiputera,PN,Terengganu,Kemaman,P040,,,2023-12-02,
4572,15,SITI MASTURA BINTI MUHAMMAD,1989,female,bumiputera,PN,Pulau Pinang,Kepala Batas,P041,,,2022-11-19,
4579,15,WAN SAIFULRUDDIN BIN WAN JAN,1975,male,bumiputera,PN,Pulau Pinang,Tasek Gelugor,P042,,,2022-11-19,
4584,15,MUHAMMAD FAWWAZ BIN MOHAMAD JAN,1983,male,bumiputera,PN,Pulau Pinang,Permatang Pauh,P044,,,2022-11-19,
4593,15,FADHLINA BINTI SIDEK,1977,female,bumiputera,PH,Pulau Pinang,Nibong Tebal,P047,Menteri Pendidikan,,2022-11-19,
4596,15,SYERLEENA BINTI ABDUL RASHID,1980,female,bumiputera,PH,Pulau Pinang,Bukit Bendera,P048,,,2022-11-19,
4601,15,LIM HUI YING,1963,female,chinese,PH,Pulau Pinang,Tanjong,P049,Timbalan Menteri Kewangan,,2022-11-19,
4620,15,FATHUL HUZIR BIN AYOB,1983,male,bumiputera,PN,Perak,Gerik,P054,,,2022-11-19,
4630,15,MOHD MISBAHUL MUNIR BIN MASDUKI,1963,male,bumiputera,PN,Perak,Parit Buntar,P057,,,2022-11-19,
4643,15,AZAHARI BIN HASAN,1974,male,bumiputera,PN,Perak,Padang Rengas,P061,,,2022-11-19,
4657,15,LEE CHUAN HOW,1983,male,chinese,PH,Perak,Ipoh Timor,P064,,,2022-11-19,
4663,15,ISKANDAR DZULKARNAIN BIN ABDUL KHALID,1976,male,bumiputera,PN,Perak,Kuala Kangsar,P067,,,2022-11-19,2024-06-02
4663,15,ISKANDAR DZULKARNAIN BIN ABDUL KHALID,1976,male,bumiputera,BEBAS,Perak,Kuala Kangsar,P067,,,2024-06-02,
4669,15,MUHAMMAD ISMI BIN MAT TAIB,1974,male,bumiputera,PN,Perak,Parit,P069,,,2022-11-19,
4674,15,CHONG ZHEMIN,1985,male,chinese,PH,Perak,Kampar,P070,,,2022-11-19,
4678,15,TAN KAR HING,1982,male,chinese,PH,Perak,Gopeng,P071,,,2022-11-19,
4688,15,JAMALUDIN BIN YAHYA,1971,male,bumiputera,PN,Perak,Pasir Salak,P073,,,2022-11-19,
4691,15,NORDIN BIN AHMAD ISMAIL TLDM(BERSARA),1965,male,bumiputera,PN,Perak,Lumut,P074,,,2022-11-19,
4706,14,RAMLI BIN DATO' MOHD NOR,1958,male,bumiputera,BN - UMNO,Pahang,CAMERON HIGHLANDS,P078,,,2019-01-26,2022-10-10
4706,15,RAMLI BIN DATO' MOHD NOR,1958,male,bumiputera,BN,Pahang,Cameron Highlands,P078,,Timbalan Yang di-Pertua Dewan Rakyat,2022-11-19,
4713,15,CHOW YU HUI,1983,male,chinese,PH,Pahang,Raub,P080,,,2022-11-19,
4719,15,KHAIRIL NIZAM BIN KHIRUDIN,1979,male,bumiputera,PN,Pahang,Jerantut,P081,,,2022-11-19,
4725,15,WAN RAZALI BIN WAN NOR,1981,male,bumiputera,PN,Pahang,Kuantan,P083,,,2022-11-19,
4731,15,SH MOHMED PUZI BIN SH ALI,1957,male,bumiputera,BN,Pahang,Pekan,P085,,,2022-11-19,
4741,15,KAMAL BIN ASHAARI,1970,male,bumiputera,PN,Pahang,Kuala Krau,P087,,,2022-11-19,
4745,15,SALAMIAH BINTI MOHD NOR,1964,female,bumiputera,PN,Pahang,Temerloh,P088,,,2022-11-19,
4749,15,YOUNG SYEFURA BINTI OTHMAN,1989,female,bumiputera,PH,Pahang,Bentong,P089,,,2022-11-19,
4756,15,ABDUL KHALIB BIN ABDULLAH,1959,male,bumiputera,PN,Pahang,Rompin,P091,,,2022-11-19,
4759,15,KALAM BIN SALAN,1965,male,bumiputera,PN,Selangor,Sabak Bernam,P092,,,2022-11-19,
4770,15,MOHD HASNIZAN BIN HARUN,1970,male,bumiputera,PN,Selangor,Hulu Selangor,P094,,,2022-11-19,
4773,15,ZULKAFPERI BIN HANAPI,1959,male,bumiputera,PN,Selangor,Tanjong Karang,P095,,,2022-11-19,2024-06-02
4773,15,ZULKAFPERI BIN HANAPI,1959,male,bumiputera,BEBAS,Selangor,Tanjong Karang,P095,,,2024-06-02,
4785,15,AMIRUDIN BIN SHARI,1980,male,bumiputera,PH,Selangor,Gombak,P098,,,2022-11-19,
4789,15,RODZIAH BINTI ISMAIL,1964,female,bumiputera,PH,Selangor,Ampang,P099,,,2022-11-19,
4799,15,MOHD SANY BIN HAMZAN,1977,male,bumiputera,PH,Selangor,Hulu Langat,P101,,,2022-11-19,
4810,15,SYAHREDZAN BIN JOHAN,1983,male,bumiputera,PH,Selangor,Bangi,P102,,,2022-11-19,
4821,15,LEE CHEAN CHUNG,1981,male,chinese,PH,Selangor,Petaling Jaya,P105,,,2022-11-19,
4827,15,RAMANAN RAMAKRISHNAN,1981,male,indian,PH,Selangor,Sungai Buloh,P107,Timbalan Menteri Pembangunan Usahawan dan Koperasi,,2022-11-19,
4829,15,AZLI BIN YUSOF,1967,male,bumiputera,PH,Selangor,Shah Alam,P108,,,2022-11-19,
4836,15,HALIMAH ALI,1960,female,bumiputera,PN,Selangor,Kapar,P109,,,2022-11-19,
4844,15,GANABATIRAU A/L VERAMAN,1973,male,bumiputera,PH,Selangor,Klang,P110,,,2022-11-19,
4856,15,AHMAD YUNUS BIN HAIRI,1965,male,bumiputera,PN,Selangor,Kuala Langat,P112,,,2022-11-19,
4861,15,RAJ MUNNI BINTI SABU,1972,female,bumiputera,PH,Selangor,Sepang,P113,Timbalan Menteri Perumahan Dan Kerajaan Tempatan,,2022-11-19,
4876,15,ZAHIR BIN HASSAN,1959,male,bumiputera,PH,Kuala Lumpur,Wangsa Maju,P116,,,2022-11-19,
4901,12,WAN AZIZAH BINTI DR. WAN ISMAIL,1952,female,bumiputera,PKR,Pulau Pinang,Permatang Pauh,P044,,,2008-03-08,2008-07-31
4901,13,WAN AZIZAH BINTI DR. WAN ISMAIL,1952,female,bumiputera,PKR,Pulau Pinang,Permatang Pauh,P044,,,2015-05-07,2018-04-07
4901,14,WAN AZIZAH BINTI DR. WAN ISMAIL,1952,female,bumiputera,PH - PKR,Selangor,PANDAN,P100,,,2018-05-09,2022-10-10
4901,15,WAN AZIZAH BINTI DR. WAN ISMAIL,1952,female,bumiputera,PH,Kuala Lumpur,Bandar Tun Razak,P124,,,2022-11-19,
4907,15,RADZI JIDIN,1977,male,bumiputera,PN,Putrajaya,Putrajaya,P125,,,2022-11-19,
4914,15,SHAMSHULKAHAR BIN MOHD DELI,1961,male,bumiputera,BN,Negeri Sembilan,Jempol,P127,,,2022-11-19,
4922,15,ADNAN BIN ABU HASSAN,1970,male,bumiputera,BN,Negeri Sembilan,Kuala Pilah,P129,,,2022-11-19,
4925,15,MOHAMAD BIN HAJI HASAN,1956,male,bumiputera,BN,Negeri Sembilan,Rembau,P131,Menteri Luar Negeri,,2022-11-19,
4933,15,AMINUDDIN BIN HARUN,1967,male,bumiputera,PH,Negeri Sembilan,Port Dickson,P132,,,2022-11-19,
4934,15,MOHD ISAM BIN MOHD ISA,1969,male,bumiputera,BN,Negeri Sembilan,Tampin,P133,,,2022-11-19,
4941,15,ADLY BIN ZAHARI,1971,male,bumiputera,PH,Melaka,Alor Gajah,P135,Timbalan Menteri Pertahanan,,2022-11-19,
4946,15,BAKRI BIN JAMALUDDIN,1965,male,bumiputera,PN,Melaka,Tangga Batu,P136,,,2022-11-19,
4949,15,ADAM ADLI BIN ABD HALIM,1989,male,bumiputera,PH,Melaka,Hang Tuah Jaya,P137,Timbalan Menteri Belia dan Sukan,,2022-11-19,
4959,15,ZULKIFLI BIN ISMAIL,1966,male,bumiputera,PN,Melaka,Jasin,P139,,,2022-11-19,
4962,15,YUNESWARAN A/L RAMARAJ,1986,male,indian,PH,Johor,Segamat,P140,,,2022-11-19,
4967,15,ZALIHA BINTI MUSTAFA,1964,female,bumiputera,PH,Johor,Sekijang,P141,Menteri di Jabatan Perdana Menteri (Wilayah Persekutuan),,2022-11-19,
4978,15,TAN HONG PIN,1981,male,chinese,PH,Johor,Bakri,P145,,,2022-11-19,
4986,15,AMINOLHUDA BIN HASSAN,1959,male,bumiputera,PH,Johor,Sri Gading,P149,,,2022-11-19,
4997,15,HASNI BIN MOHAMMAD,1959,male,bumiputera,BN,Johor,Simpang Renggam,P151,,,2022-11-19,
5004,15,MUHAMMAD ISLAHUDDIN BIN ABAS,1988,male,bumiputera,PN,Johor,Mersing,P154,,,2022-11-19,
5007,15,MANNDZRI BIN HAJI NASIB,1980,male,bumiputera,BN,Johor,Tenggara,P155,,,2022-11-19,
5015,15,JIMMY PUAH WEE TSE,1976,male,chinese,PH,Johor,Tebrau,P158,,,2022-11-19,
5026,15,SUHAIZAN BIN KAIAT,1961,male,bumiputera,PH,Johor,Pulai,P161,,,2023-09-09,
5038,15,SUHAILI BIN ABDUL RAHMAN,1961,male,bumiputera,PN,Labuan,Labuan,P166,,,2022-11-19,2024-06-02
5038,15,SUHAILI BIN ABDUL RAHMAN,1961,male,bumiputera,BEBAS,Labuan,Labuan,P166,,,2024-06-02,
5046,15,VERDON BIN BAHANDA,1973,male,bumiputera,BEBAS,Sabah,Kudat,P167,,,2022-11-19,
5052,15,WETROM BIN BAHANDA,1970,male,bumiputera,KDM,Sabah,Kota Marudu,P168,,,2022-11-19,
5064,15,MUSTAPHA SAKMUD,1969,male,bumiputera,PH,Sabah,Sepanggar,P171,Timbalan Menteri Pendidikan Tinggi,,2022-11-19,
5070,15,SHAHELMEY BIN YAHYA,1973,male,bumiputera,BN,Sabah,Putatan,P173,,,2022-11-19,
5073,15,EWON BENEDICK,1983,male,bumiputera,PH,Sabah,Penampang,P174,Menteri Pembangunan Usahawan dan Koperasi,,2022-11-19,
5081,15,ARMIZAN BIN MOHD ALI,1976,male,bumiputera,GRS,Sabah,Papar,P175,Menteri Perdagangan Dalam Negeri dan Kos Sara Hidup,,2022-11-19,
5082,14,MOHAMAD BIN ALAMIN,1972,male,bumiputera,BN - UMNO,Sabah,KIMANIS,P176,Timbalan Menteri Pendidikan II,,2020-01-18,2022-10-10
5082,15,MOHAMAD BIN ALAMIN,1972,male,bumiputera,BN,Sabah,Kimanis,P176,Timbalan Menteri Luar Negeri,,2022-11-19,
5091,15,SITI AMINAH BINTI ACHING,1962,female,bumiputera,BN,Sabah,Beaufort,P177,,,2022-11-19,
5093,15,MATBALI BIN MUSAH,1969,male,bumiputera,GRS,Sabah,Sipitang,P178,,,2022-11-19,
5103,14,JEFFREY G. KITINGAN,1947,male,bumiputera,STAR,Sabah,KENINGAU,P180,,,2018-05-09,2022-10-10
5103,15,JEFFREY G. KITINGAN,1947,male,bumiputera,GRS,Sabah,Keningau,P180,,,2022-11-19,
5106,15,RIDUAN BIN RUBIN,1987,male,bumiputera,BEBAS,Sabah,Tenom,P181,,,2022-11-19,
5122,15,SUHAIMI BIN NASIR,1968,male,bumiputera,BN,Sabah,Libaran,P184,,,2022-11-19,
5127,15,KHAIRUL FIRDAUS BIN AKBAR KHAN,1983,male,bumiputera,GRS,Sabah,Batu Sapi,P185,"Timbalan Menteri Pelancongan, Seni dan Budaya",,2022-11-19,
5131,14,VIVIAN WONG SHIR YEE,1989,female,chinese,PH - DAP,Sabah,SANDAKAN,P186,,,2019-05-11,2022-10-10
5131,15,VIVIAN WONG SHIR YEE,1989,female,chinese,PH,Sabah,Sandakan,P186,,,2022-11-19,
5137,15,MOHAMMAD YUSOF BIN APDAL,1960,male,bumiputera,WARISAN,Sabah,Lahad Datu,P188,"Timbalan Menteri Sains, Teknologi dan Inovasi",,2022-11-19,
5146,15,LO SU FUI,1981,male,chinese,GRS,Sabah,Tawau,P190,,,2022-11-19,
5148,15,ANDI MUHAMMAD SURYADY BIN BANDY,1981,male,bumiputera,BN,Sabah,Kalabakan,P191,,,2022-11-19,
5153,15,MORDI ANAK BIMOL,1985,male,bumiputera,PH,Sarawak,Mas Gading,P192,,,2022-11-19,
5169,15,RODIYAH BINTI SAPIEE,1978,female,bumiputera,GPS,Sarawak,Batang Sadong,P200,,,2022-11-19,
5171,15,MOHAMAD SHAFIZAN HAJI KEPLI,1985,male,bumiputera,GPS,Sarawak,Batang Lupar,P201,,,2022-11-19,
5173,12,DORIS SOPHIA ANAK BRODI,1960,female,bumiputera,BN - PRS,,,,,Timbalan Yang di-Pertua Dewan Negara,2010-03-12,2013-03-11
5173,15,DORIS SOPHIA ANAK BRODI,1960,female,bumiputera,GPS,Sarawak,Sri Aman,P202,,,2022-11-19,
5179,15,ROY ANGAU ANAK GINGKOI,1979,male,bumiputera,GPS,Sarawak,Lubok Antu,P203,,,2022-11-19,
5183,15,RICHARD RAPU @ AMAN ANAK BEGRI,1964,male,bumiputera,GPS,Sarawak,Betong,P204,,,2022-11-19,
5203,15,EDWIN ANAK BANTA,1965,male,bumiputera,GPS,Sarawak,Selangau,P214,,,2022-11-19,
5212,15,CHIEW CHOON MAN,1991,male,chinese,PH,Sarawak,Miri,P219,,,2022-11-19,
20614,13,ABDUL GHANI BIN MOHAMED YASSIN,,male,bumiputera,BN - UMNO,Sabah,,,,,2018-01-05,2021-01-04
20617,13,ABDUL HALIM BIN ABD. SAMAD,,male,bumiputera,BN - UMNO,,,,,Timbalan Yang di-Pertua Dewan Negara,2014-11-03,2017-11-02
20618,15,ABDUL HALIM BIN HAJI SULEIMAN,,male,bumiputera,UMNO,Johor,,,,Ahli Dewan Negara,2023-11-23,2026-11-22
20622,15,ABDUL NASIR BIN HAJI IDRIS,,male,bumiputera,PAS,Kedah,,,,Ahli Dewan Negara,2023-03-20,2026-03-19
20623,13,ABDUL RAHMAN BIN MAT YASIN,,male,bumiputera,BN - UMNO,Terengganu,,,,,2015-06-22,2018-06-21
20625,12,ABDUL RAHMAN BIN BAKAR,1952,male,bumiputera,BN - UMNO,,,,,,2011-07-18,2014-07-17
20627,12,ABDUL SHUKOR BIN P A MOHD SULTAN,1949,male,bumiputera,BN - UMNO,Perlis,,,,,2012-04-25,2015-04-24
20632,13,ABIDULLAH BIN SALLEH,,male,bumiputera,BN - UMNO,Melaka,,,,Ahli Dewan Negara,2016-10-27,2019-10-26
